feature,n_survivor,n_nonsurvivor,mean_survivor,mean_nonsurvivor,median_survivor,median_nonsurvivor,mean_difference_nonsurvivor_minus_survivor,standardized_mean_difference,welch_t_statistic,welch_p_value,mannwhitney_u_statistic,mannwhitney_p_value,welch_fdr,mannwhitney_fdr,abs_standardized_mean_difference
FiO2_median,6878,1122,0.5084980688659617,0.5346034369727694,0.5,0.5,0.026105368106807636,0.19245078971720705,5.462905932228778,5.5796173064900555e-08,3991203.5,0.05675915455629195,1.2192497077144936e-07,0.06976646080877552,0.19245078971720705
HR_first,6878,1122,89.07546885675315,92.98572380910976,88.0,90.0,3.9102549523566097,0.18389337019511268,5.399048607974104,7.864971118769959e-08,4259210.5,2.319647380027492e-08,1.702874480761202e-07,4.9318628980764686e-08,0.18389337019511268
DiasABP_count,6878,1122,35.753998255306776,40.87433155080214,42.0,47.0,5.120333295495364,0.17352132287283842,5.382793307476819,8.494190062724698e-08,4200446.0,1.3563589108300204e-06,1.8223898680027535e-07,2.560805623647079e-06,0.17352132287283842
SysABP_count,6878,1122,35.77057284094214,40.8903743315508,42.0,47.0,5.1198014906086655,0.1734289530303168,5.380255356456402,8.612411783752443e-08,4200178.5,1.3823532803691971e-06,1.8311073702392583e-07,2.5891696362470678e-06,0.1734289530303168
static_Weight,6878,1122,82.08206697532479,78.06297810774561,80.6,75.25,-4.019088867579185,-0.17337518162306262,-5.377154307604847,8.75967958543924e-08,3382452.0,3.1580274889805545e-11,1.84578962693184e-07,8.374095364038324e-11,0.17337518162306262
HCT_missing,6878,1122,0.016013765389347907,0.0035650623885918,0.0,0.0,-0.012448703000756107,-0.12674190789398193,-5.32889588648704,1.0596984944411983e-07,3805014.0,0.00048543629896467274,2.2131756167090512e-07,0.0006738998032686046,0.12674190789398193
Na_last,6878,1122,138.78578561014962,139.69918301031473,139.0,140.0,0.9133974001651097,0.1875951050724962,5.281525598838002,1.4961395393729423e-07,4313553.5,2.0149486013040617e-10,3.097271327122933e-07,4.852325203140394e-10,0.1875951050724962
HCO3_missing,6878,1122,0.017760824176484055,0.004456327985739751,0.0,0.0,-0.013304496190744305,-0.12724267204851739,-5.22204352859324,1.898054880006563e-07,3801726.0,0.00042229667553397583,3.895138710274338e-07,0.0005967785354851395,0.12724267204851739
Temp_median,6878,1122,37.06506080861392,36.94431374021063,37.05,36.9,-0.12074706840328986,-0.18330852580440354,-5.2324994543170495,1.9376665435199283e-07,3413557.5,5.363412751352025e-10,3.9421491747474405e-07,1.217082124345267e-09,0.18330852580440354
WBC_median,6878,1122,12.246348664397496,13.727251498348876,11.35,12.3,1.4809028339513794,0.18112326380001184,5.224888516386359,2.0136558419156434e-07,4226419.5,2.922553479638605e-07,4.0617331512144605e-07,5.84510695927721e-07,0.18112326380001184
BUN_missing,6878,1122,0.015431473115747692,0.0035650623885918,0.0,0.0,-0.011866410727155892,-0.12261682475651738,-5.1181892571058585,3.280030074147965e-07,3807258.0,0.0006816715616245465,6.504933592427897e-07,0.0009299103384011154,0.12261682475651738
Creatinine_missing,6878,1122,0.015431473115747692,0.0035650623885918,0.0,0.0,-0.011866410727155892,-0.12261682475651738,-5.1181892571058585,3.280030074147965e-07,3807258.0,0.0006816715616245465,6.504933592427897e-07,0.0009299103384011154,0.12261682475651738
NIMAP_std,6878,1122,9.905869158379438,10.70535894266191,10.017997600625057,10.017997600625057,0.7994897842824713,0.17382589341271318,5.119599404462805,3.4877091770946507e-07,4198497.5,2.0437753503225658e-06,6.85916138161948e-07,3.710238328277889e-06,0.17382589341271318
MAP_count,6878,1122,35.83178249491131,40.79055258467023,42.0,47.0,4.9587700897589215,0.16469931678848398,5.103784531232546,3.753338419433063e-07,4184114.5,4.195143532395896e-06,7.320560884183495e-07,7.500408133677511e-06,0.16469931678848398
FiO2_min,6878,1122,0.43935733054746196,0.4586762000342756,0.4420668019929876,0.4420668019929876,0.01931886948681366,0.18275686327196156,5.093234207954937,4.0351225895317674e-07,4016856.5,0.020648705448351904,7.805646976471288e-07,0.02634105127465432,0.18275686327196156
Mg_missing,6878,1122,0.024312340119828472,0.008021390374331552,0.0,0.0,-0.01629094974549692,-0.12948604171265327,-5.017239298018467,5.628916181883293e-07,3790257.0,0.0002643752226382774,1.0800196901824855e-06,0.0003875313822523818,0.12948604171265327
PaCO2_last,6878,1122,40.24890963900847,38.803780826934975,40.04623032311516,38.5,-1.4451288120734915,-0.17757900495127169,-5.014891423942788,6.023271511063111e-07,3178498.0,1.224759658024315e-21,1.1463645779120115e-06,5.898842434566089e-21,0.17757900495127169
K_missing,6878,1122,0.02198298905909211,0.0071301247771836,0.0,0.0,-0.01485286428190851,-0.1242926134027195,-4.834873154081006,1.4162937396659525e-06,3795789.0,0.00044272074634954506,2.673962580489318e-06,0.0006182372552573528,0.1242926134027195
Na_missing,6878,1122,0.017761006142819554,0.0053475935828877,0.0,0.0,-0.012413412559931853,-0.11639274124190344,-4.601243889942199,4.407672636052667e-06,3805170.0,0.0009659195422087787,8.255640810384361e-06,0.0012952102952344987,0.11639274124190344
WBC_min,6878,1122,10.201914335473885,11.247579568215208,9.5,10.2,1.0456652327413227,0.1608667220559078,4.60530650677217,4.506567458933784e-06,4134708.0,0.00011816845715630383,8.374408821325773e-06,0.00018227291430645558,0.1608667220559078
FiO2_mean,6878,1122,0.5486011553803414,0.5683051983645442,0.5513646474088758,0.5513646474088758,0.019704042984202808,0.1607255188224551,4.539011019218133,6.16305956744661e-06,3951141.5,0.18917998866096075,1.1363141077479686e-05,0.21969046334667514,0.1607255188224551
NISysABP_mean,6878,1122,117.94815305811666,115.07572216674727,117.54529462560208,115.49141876430207,-2.8724308913693903,-0.14905627886887032,-4.503132905433584,7.232216714952467e-06,3476104.5,9.473452473491701e-08,1.3231032129680482e-05,1.927357572193139e-07,0.14905627886887032
Na_std,6878,1122,1.903391472903134,2.1096992114915256,1.707825127659933,1.8257418583505496,0.20630773858839158,0.1483224282401473,4.4648013551745755,8.638142142932244e-06,4171170.0,1.2962615901590095e-05,1.5681550351784688e-05,2.2329761699089506e-05,0.1483224282401473
SysABP_std,6878,1122,17.15669326148466,18.111903790250867,17.290661538144118,17.290661538144118,0.9552105287662087,0.14704779844458854,4.3916243232623255,1.2080457856671259e-05,4202797.0,1.1305857409155124e-06,2.1763267589117688e-05,2.1517599585166203e-06,0.14704779844458854
MAP_last,6878,1122,82.89048499645898,80.48329091940779,82.55287602715255,82.55287602715255,-2.4071940770511873,-0.14062027981811198,-4.348067865458397,1.4659867124871813e-05,3488999.0,1.7552579679492325e-07,2.621006546567991e-05,3.5405203456069986e-07,0.14062027981811198
DiasABP_missing,6878,1122,0.306335958622311,0.24598930481283424,0.0,0.0,-0.060346653809476763,-0.13530078014222927,-4.307035629715327,1.7571685173709726e-05,3623148.0,3.4949894548687736e-05,3.094714702235444e-05,5.649435009239936e-05,0.13530078014222927
SysABP_missing,6878,1122,0.306335958622311,0.24598930481283424,0.0,0.0,-0.060346653809476763,-0.13530078014222927,-4.307035629715327,1.7571685173709726e-05,3623148.0,3.4949894548687736e-05,3.094714702235444e-05,5.649435009239936e-05,0.13530078014222927
Temp_mean,6878,1122,36.97299134649858,36.85838565603434,36.97520491803279,36.8539393939394,-0.11460569046423785,-0.14889444277804284,-4.282716842868886,1.9759886886090167e-05,3443330.0,7.094880726780998e-09,3.45432096675354e-05,1.5503628254817737e-08,0.14889444277804284
Glucose_first,6878,1122,147.49535958357035,158.37448239970433,132.0,140.0,10.879122816133986,0.1417729965708415,4.253881723103957,2.2368064324255022e-05,4201186.5,1.7818224477493953e-06,3.881517044503077e-05,3.2597681989833897e-06,0.1417729965708415
HR_last,6878,1122,85.42827135889854,88.27293740851847,85.0,87.0,2.8446660496199314,0.14799688024450797,4.2213881971481335,2.590985773455184e-05,4201381.5,1.7527523689766105e-06,4.46330396011258e-05,3.231637180300626e-06,0.14799688024450797
K_max,6878,1122,4.537516960593349,4.6438676124029215,4.4,4.5,0.10635065180957248,0.13674940956414822,4.2182310504830625,2.610200557603505e-05,4215262.0,6.330518318227482e-07,4.463821243437878e-05,1.2347126637204014e-06,0.13674940956414822
DiasABP_mean,6878,1122,59.79558770508104,58.507945384642774,59.61499586963957,59.61499586963957,-1.287642320438266,-0.1397480230569066,-4.206609625719231,2.7520272044289782e-05,3558142.5,2.1856005520646252e-05,4.6725066204693445e-05,3.658168299909585e-05,0.1397480230569066
MAP_missing,6878,1122,0.30764666213691805,0.24866310160427807,0.0,0.0,-0.05898356053263998,-0.13193700930520902,-4.196104887103358,2.867760864302367e-05,3628431.0,5.347941135470583e-05,4.834225456966847e-05,8.585810258306515e-05,0.13193700930520902
NIDiasABP_std,6878,1122,9.966413428554345,10.578468362448495,10.052254133033,10.052254133033,0.6120549338941501,0.13660083644731838,4.048794152529629,5.427570022445366e-05,4127676.5,0.00017024609102934244,9.08444344182345e-05,0.00025591132154729183,0.13660083644731838
NISysABP_median,6878,1122,117.82992651966393,115.13429527742116,117.45186423793938,115.0,-2.6956312422427686,-0.13465924409345317,-4.044244904264085,5.5276436648673874e-05,3497325.5,4.6388940010426573e-07,9.186788062737348e-05,9.12315820205056e-07,0.13465924409345317
FiO2_last,6878,1122,0.4992580366615241,0.5200611846677975,0.5,0.5,0.02080314800627342,0.14053143385806327,4.011844103747736,6.355959724740596e-05,3830292.5,0.6839757713512034,0.00010489555909362101,0.7271093785535315,0.14053143385806327
GCS_count,6878,1122,15.3601337598139,16.472370766488414,13.0,13.0,1.1122370066745138,0.1318510543682823,3.8985635884755965,0.00010131734771722302,4056694.0,0.005446453842064349,0.00016604787542544885,0.007101453628326997,0.1318510543682823
DiasABP_last,6878,1122,60.35606633358888,58.616707178739276,60.11212121212121,60.11212121212121,-1.739359154849602,-0.12717002890925067,-3.8507643308318484,0.00012286026411656084,3519739.5,1.6826885168399887e-06,0.00019996567125178178,3.12688574782864e-06,0.12717002890925067
Mg_max,6878,1122,2.2473934077061974,2.331312359506476,2.2,2.259163040696186,0.08391895180027875,0.13696116501266886,3.8027629929990585,0.00014971109043192013,4323651.5,7.43678687598319e-11,0.00024199874891735033,1.8474544239284555e-10,0.13696116501266886
DiasABP_median,6878,1122,59.26505772363666,58.1174077992889,59.10409982174688,59.10409982174688,-1.1476499243477605,-0.1232170691884777,-3.7173094684756633,0.00020903226205276767,3579804.5,8.167442147242237e-05,0.00033558920982621203,0.00012936351320464213,0.1232170691884777
K_min,6878,1122,3.7619887820674083,3.699042142715852,3.7,3.7,-0.06294663935155631,-0.12118081747699196,-3.6710877781276863,0.00025024771566290116,3552651.5,1.9312980070252172e-05,0.0003985634449236822,3.2556166404139374e-05,0.12118081747699196
WBC_first,6878,1122,12.739959567180252,13.954582211740034,11.5,12.5,1.2146226445597819,0.11921989030963996,3.6694548002445293,0.0002516353953119858,4110668.0,0.00044024461082451077,0.0003985634449236822,0.0006182372552573528,0.11921989030963996
SysABP_mean,6878,1122,119.3956507595743,117.26001993420195,119.09612853631585,119.09612853631585,-2.1356308253723455,-0.12118853277708266,-3.588614998265014,0.00034381427254268125,3582934.0,9.83137524560584e-05,0.0005409344554671518,0.0001536559309909257,0.12118853277708266
DiasABP_first,6878,1122,59.2832699676926,57.058894068079354,58.97130124777184,58.97130124777184,-2.224375899613243,-0.12374861914757944,-3.584739289234715,0.0003492506349275477,3588653.5,0.000136564556589029,0.0005458486744562998,0.0002065976625321208,0.12374861914757944
PaO2_min,6878,1122,93.03992363931134,88.43922156945462,92.39467517401393,81.0,-4.600702069856723,-0.11999340526950718,-3.5752942269224004,0.00036153762645323623,3299233.5,3.957214816034477e-15,0.000561334735808972,1.2793187624440225e-14,0.11999340526950718
K_std,6878,1122,0.3851886476532668,0.4171012438884803,0.3464101615137755,0.36687813832145,0.031912596235213475,0.10675171923799112,3.443513038714534,0.0005889839569513848,4209320.0,1.0057617808976781e-06,0.0009084981296766459,1.92975431131587e-06,0.10675171923799112
SysABP_last,6878,1122,121.38303786025766,118.50195601818756,120.97896613190731,120.97896613190731,-2.8810818420701025,-0.11542015090467916,-3.43984091458357,0.0005988807128027787,3615010.5,0.0005783637584491867,0.0009177652481912713,0.0007982096315439068,0.11542015090467916
MAP_median,6878,1122,80.19063705716357,78.92944529463348,80.01375491246874,80.01375491246874,-1.261191762530089,-0.1094489511740515,-3.370695772139654,0.0007689468886748769,3583404.5,0.0001005587141157121,0.0011707836498533611,0.0001561306350743951,0.1094489511740515
SysABP_median,6878,1122,119.29273034123109,117.26589741389994,119.00846702317293,119.00846702317293,-2.0268329273311565,-0.11295110368640612,-3.358769620616531,0.0008036574761084063,3607726.0,0.00039335964389856524,0.0012157895151383583,0.0005626234906670388,0.11295110368640612
Na_mean,6878,1122,138.85931564763612,139.38286909987613,138.9327440193128,139.5,0.5235534522400087,0.11453629489264798,3.2381868293164477,0.0012325939299527003,4185659.0,5.090618838299587e-06,0.001852816353304696,9.032977788260921e-06,0.11453629489264798
GCS_first,6878,1122,10.164108557852156,9.671586914758048,11.0,10.0,-0.49252164309410773,-0.1027814766025389,-3.2328989238932886,0.0012513532740879513,3594065.5,0.00013622681405623213,0.0018691099537009905,0.0002065976625321208,0.1027814766025389
MAP_mean,6878,1122,81.19274850508899,79.97201635133172,81.02154082052452,81.02154082052452,-1.2207321537572682,-0.1055738732237518,-3.2309370231285444,0.00126102197464944,3606941.5,0.0003762376402431649,0.0018717055724356466,0.0005414151408377251,0.1055738732237518
HCO3_std,6878,1122,1.7978568674105695,1.9297075826746326,1.5275252316519472,1.7320508075688772,0.1318507152640631,0.10649345301453451,3.1966729207881603,0.0014204733657771978,4042348.5,0.010362122486160419,0.0020951982145213668,0.013363174353736934,0.10649345301453451
WBC_mean,6878,1122,12.628193421521544,13.831894611818669,11.5,12.399999999999999,1.2037011902971244,0.07007095058091774,3.1758411015810037,0.0015051875723986262,4224690.0,3.321530983152844e-07,0.0022063619073669303,6.587237916168665e-07,0.07007095058091774
Na_median,6878,1122,138.8986764194717,139.41026966509182,139.0,139.5,0.5115932456201051,0.11054657510660741,3.129676802207399,0.001787960524079314,4173734.0,1.0839112154592804e-05,0.002604683232609371,1.880904756238163e-05,0.11054657510660741
Mg_min,6878,1122,1.7756030418780706,1.8125017850405165,1.8,1.8,0.0368987431624459,0.10416886947406526,3.098463454939755,0.0019834518918020244,3997176.5,0.05218844569602678,0.0028717462973329925,0.06448415279718492,0.10416886947406526
Platelets_min,6878,1122,179.65497158130466,169.1503804016697,164.0,157.0,-10.504591179634957,-0.10296426292470029,-3.089473411717203,0.0020435888292966477,3536339.0,7.053735804299619e-06,0.002940774168987859,1.2422997386676942e-05,0.10296426292470029
DiasABP_std,6878,1122,8.993497880378973,9.37224661048825,9.0466173897768,9.0466173897768,0.3787487301092778,0.10109136620034874,3.024991092755178,0.0025307113397199372,4092122.5,0.000958182581582598,0.003619684098023668,0.0012921776528771035,0.10109136620034874
MAP_std,6878,1122,12.161925169334177,12.763951059787388,12.24635930047024,12.24635930047024,0.602025890453211,0.10153755061702403,2.9537654705942935,0.0031924447688347897,4080305.0,0.0017117720477646356,0.004538656418343436,0.0022695404678227753,0.10153755061702403
Platelets_last,6878,1122,192.82351191006222,182.71980915364875,175.0,163.5,-10.103702756413469,-0.09553293432875597,-2.8861162111765877,0.003958018715983573,3538610.0,8.18066124543254e-06,0.00559336776630014,1.4301007806830217e-05,0.09553293432875597
SysABP_first,6878,1122,117.79374020035463,114.28729160113242,117.30196078431372,117.30196078431372,-3.5064485992222103,-0.09764029617133281,-2.8019481203224905,0.005151786369479368,3680844.0,0.012028000649539294,0.007237033233316255,0.015427218224409097,0.09764029617133281
Temp_count,6878,1122,21.5734225065426,20.120320855614974,14.0,14.0,-1.4531016509276249,-0.08695926566744597,-2.7796781611692403,0.005505775025079828,3844732.5,0.8466985394683617,0.007688537904845204,0.8880926902868149,0.08695926566744597
PaCO2_std,6878,1122,4.944267529129098,5.213015052652143,4.981959369303205,4.981959369303205,0.26874752352304476,0.09867645820316616,2.7691977101197196,0.005698176239260968,3869968.5,0.8713003640803333,0.007910409367444637,0.9044899495363583,0.09867645820316616
static_Height,6878,1122,169.84307223932376,168.99812911057842,169.72456896551725,169.72456896551725,-0.8449431287453422,-0.07523048797391256,-2.6963595894700725,0.007070042602074591,3681489.0,0.008883986515372548,0.009700756128427928,0.011519894602351217,0.07523048797391256
pH_min,6878,1122,7.348476836498449,7.298253705189717,7.3414330423324,7.33,-0.050223131308731794,-0.047430156293179516,-2.696077720029131,0.007031376993179446,3433353.0,2.349451039962519e-09,0.009700756128427928,5.181966779730415e-09,0.047430156293179516
Platelets_mean,6878,1122,205.4650071290745,196.14386519131403,190.0,180.16666666666663,-9.321141937760473,-0.08697917029818114,-2.605945408824255,0.009257018859590904,3556316.0,2.5140915792127797e-05,0.01262807197030898,4.1783493851705355e-05,0.08697917029818114
PaCO2_first,6878,1122,41.59006972750069,40.67317135485661,41.461474730737365,40.0,-0.9168983726440771,-0.08974233224800647,-2.5895926672323926,0.009711225090693732,3450082.0,9.528176925405765e-09,0.013171546674734028,2.0629814260511568e-08,0.08974233224800647
K_last,6878,1122,4.0594383295355145,4.105817775735223,4.0,4.0,0.04637944619970824,0.08674605155713472,2.5655206272047035,0.010404835274327688,3979276.5,0.09174685852717246,0.014031663569950482,0.10990994219498833,0.08674605155713472
Platelets_median,6878,1122,204.28040822570017,195.13100607691385,189.0,179.75,-9.149402148786322,-0.08488628038269201,-2.5323801059919053,0.01143571647652582,3559686.0,3.092293685528911e-05,0.01533425618443235,5.10336580269107e-05,0.08488628038269201
pH_last,6878,1122,7.433219876225736,7.3918815143793095,7.427422170976776,7.41,-0.04133836184642625,-0.03900884241886113,-2.273270090667311,0.02303974419920545,3416892.5,5.460702433808915e-10,0.030719658932273936,1.2273578803608607e-09,0.03900884241886113
HCT_std,6878,1122,2.3730908615021855,2.4770917421781813,2.192031021678301,2.328779114274911,0.10400088067599578,0.07038424054720036,2.126699143558974,0.0336134836118734,3993094.5,0.060712963738767806,0.044566191755068096,0.07347825355050873,0.07038424054720036
Mg_first,6878,1122,1.9244154310159596,1.9722639355204583,1.9,1.9,0.047848504504498734,0.07782716121942247,2.1164180494882348,0.034502868279911114,4008641.5,0.035882132407906775,0.045489815162340914,0.04552786692616129,0.07782716121942247
HCT_count,6878,1122,4.563099738296017,4.745989304812834,4.0,4.0,0.18288956651681776,0.0681352998196899,2.0271488811664855,0.04283369852520166,3904885.5,0.5134204927782051,0.05615973806637552,0.5664991962380556,0.0681352998196899
Urine_count,6878,1122,34.35926141320151,33.61675579322638,38.0,37.0,-0.7425056199751268,-0.062047570381221814,-1.9929170496854829,0.04644096040437671,3577179.5,8.684174892536461e-05,0.06055285444990555,0.00013663101830924031,0.062047570381221814
NIDiasABP_first,6878,1122,60.5006218942926,59.435478532351254,60.35123553778032,60.35123553778032,-1.0651433619413453,-0.06511587880083451,-1.9878715048116777,0.04701088965722991,3727082.5,0.06652234811979277,0.06095917559948494,0.08009833753199537,0.06511587880083451
HCT_last,6878,1122,30.7917193380208,31.079258633597956,30.4,30.5,0.2875392955771545,0.06325463723706093,1.9807706282219635,0.04779594755659409,4003499.5,0.043314669284229904,0.061638489745115876,0.05380137868988557,0.06325463723706093
Platelets_max,6878,1122,233.69138360971192,225.95135773611744,214.0,205.5,-7.740025873594476,-0.06557162075145022,-1.9767249867883765,0.04826247439301434,3604812.0,0.000403977092690431,0.06190186933017057,0.0005743288787647091,0.06557162075145022
Temp_std,6878,1122,0.7442474770855361,0.8366318321627171,0.5569748535938095,0.6035509233663843,0.09238435507718101,0.06534493878846648,1.9089758870942788,0.056471538738846076,4326699.0,6.740688482285547e-11,0.07203936833712256,1.6923430657653076e-10,0.06534493878846648
Platelets_first,6878,1122,215.97635888952976,208.69770241468424,199.0,193.0,-7.278656474845519,-0.062281273553357,-1.88610330377058,0.059480025974051894,3656202.0,0.004786798619577136,0.07546928026815186,0.0062760248567789115,0.062281273553357
NIDiasABP_max,6878,1122,79.54350961120123,78.49949192386828,79.39708613055278,79.39708613055278,-1.0440176873329534,-0.0576252140033686,-1.7804538909363044,0.07520430198986791,3709843.0,0.03794659443553454,0.09491024208346967,0.04788981971543396,0.0576252140033686
NIMAP_max,6878,1122,97.01961209978123,96.01897356570181,96.8792725453766,96.8792725453766,-1.000638534079414,-0.05620654779605686,-1.727054680713253,0.08436564333921483,3722889.5,0.05832659594524834,0.10590580759603564,0.07109374413993808,0.05620654779605686
Temp_last,6878,1122,36.99961665588348,36.8990804485248,37.0,36.9,-0.10053620735867952,-0.058865635711137565,-1.7151658941507892,0.0865390854650158,3547647.5,1.4330094426488972e-05,0.10805938714150122,2.4506538294575346e-05,0.058865635711137565
PaCO2_max,6878,1122,47.52320697356918,46.883381256396504,47.433471416735706,46.0,-0.6398257171726769,-0.05889043952636832,-1.6888448110832928,0.09147942653005092,3508282.0,8.609217471988984e-07,0.1136270771636422,1.665389609335574e-06,0.05889043952636832
NIMAP_first,6878,1122,79.58819243577284,78.65186808479417,79.45687294554808,79.45687294554808,-0.9363243509786656,-0.05497347444049933,-1.67095589478828,0.09494428644304971,3754449.0,0.1462719297118496,0.11731335916523421,0.1743443202626086,0.05497347444049933
Temp_max,6878,1122,37.917195867988944,37.96326069818787,37.8,37.9,0.04606483019892238,0.0564416753702599,1.620921252911798,0.10526695977176574,3899562.5,0.5671993300222348,0.1293906380527954,0.6197177865057749,0.0564416753702599
NISysABP_first,6878,1122,120.92220566660734,119.56417490900262,120.73174185285328,120.73174185285328,-1.3580307576047232,-0.050053698697986405,-1.513820511915842,0.13028892380582074,3722944.0,0.05844146764045757,0.15931702600089998,0.07109374413993808,0.050053698697986405
K_mean,6878,1122,4.127460485993925,4.151250453569032,4.078888888888889,4.081666666666667,0.023789967575106985,0.048104928522658755,1.4445231947897141,0.14880970098213453,3908746.0,0.48409765377730785,0.18102623418445232,0.5389011617520973,0.048104928522658755
K_median,6878,1122,4.108595706315395,4.132393464112988,4.1,4.05,0.023797757797592745,0.04805409607006046,1.4368925265527874,0.1509673333408538,3892758.0,0.633202853047937,0.1827091829150846,0.6792539696332416,0.04805409607006046
static_Gender,6878,1122,0.566144310201449,0.543282475880515,1.0,1.0,-0.022861834320933916,-0.04602199762370558,-1.4265571406038198,0.15391492158483996,3770317.5,0.1524079132256451,0.185326130071542,0.17984133760626123,0.04602199762370558
Urine_missing,6878,1122,0.02431725321088697,0.03208556149732621,0.0,0.0,0.007768308286439235,0.04693985363244443,1.3918948092888042,0.16417321412627423,3883245.0,0.21711531927042071,0.1966745103238615,0.247532441293813,0.04693985363244443
NIMAP_missing,6878,1122,0.12623477806111957,0.11229946524064172,0.0,0.0,-0.013935312820477858,-0.04301201100899649,-1.3603107034043254,0.17392904158599776,3800505.0,0.15827400435565764,0.20730936269846198,0.1849141833066099,0.04301201100899649
Platelets_std,6878,1122,26.894055852101236,27.84241930452004,22.225575137424165,22.05197712382155,0.9483634524188034,0.04137942187077793,1.272691501034208,0.2033263336326439,3879674.5,0.7684638761182714,0.2411307273231355,0.8096315837674645,0.04137942187077793
Temp_min,6878,1122,35.18074110228067,34.95444210578284,35.9,35.7,-0.2262989964978317,-0.04108242580735181,-1.2689234194265666,0.20466557012805447,3295599.5,3.934379033581692e-15,0.24150537275110426,1.2793187624440225e-14,0.04108242580735181
NISysABP_missing,6878,1122,0.12230375931531164,0.10962566844919786,0.0,0.0,-0.012678090866113781,-0.03960917382454665,-1.25128182813511,0.21102047166933105,3805320.0,0.18990192594373612,0.24776532992020958,0.21969046334667514,0.03960917382454665
NIDiasABP_missing,6878,1122,0.1255070946854548,0.11319073083778966,0.0,0.0,-0.01231636384766513,-0.03800175555917767,-1.1992127391715532,0.23062881670024743,3806754.0,0.20724271190468124,0.26944752842207126,0.2374463553890938,0.03800175555917767
HR_min,6878,1122,68.39516618912191,69.00596550149994,68.0,69.0,0.6107993123780346,0.038663151339959206,1.1120948540449516,0.26629405632990166,4004735.5,0.0415137539434061,0.30958323790077236,0.05211301026938212,0.038663151339959206
Temp_first,6878,1122,36.45496553375639,36.35664779280695,36.6,36.6,-0.09831774094944024,-0.037849306791917295,-1.1046380685991526,0.26950841305853507,3756286.0,0.15371370898157383,0.31178424255791315,0.18047977770970858,0.037849306791917295
HCT_max,6878,1122,34.10962960933728,34.274626632591264,33.6,33.6,0.16499702325398147,0.03396577938011679,1.0355699882454734,0.30057320371451207,3903771.0,0.5284859658190393,0.34602573695914557,0.5801055252711315,0.03396577938011679
DiasABP_max,6878,1122,83.52186692541619,82.94907584813217,83.44153297682709,83.44153297682709,-0.5727910772840232,-0.032619972257551276,-0.9793398195138353,0.3275768698453423,3781575.0,0.2766424038181565,0.375282239240295,0.31238089617743986,0.032619972257551276
pH_std,6878,1122,0.13676992941618865,0.3869321005752967,0.060424751653616646,0.0568330889535313,0.25016217115910805,0.039148007273261405,0.9619438043537119,0.336279164883437,3576840.0,6.401459665318475e-05,0.38339073870768664,0.00010207732979832162,0.039148007273261405
PaO2_last,6878,1122,116.92935604415919,118.49300355029168,117.14865760689426,115.0,1.563647506132483,0.03299689122247629,0.9573859867188738,0.33854090014381466,3768770.5,0.20726249665319207,0.38411371362471275,0.2374463553890938,0.03299689122247629
FiO2_max,6878,1122,0.8332557124429617,0.8390783550582406,0.8340723380697546,1.0,0.005822642615278872,0.029672182465963842,0.8946762401063674,0.3711090458806051,4072726.0,0.0015194577043214964,0.41905136281254934,0.002025943605761995,0.029672182465963842
FiO2_first,6878,1122,0.7824958645769483,0.7767392787442612,0.781688503413914,0.781688503413914,-0.005756585832687122,-0.02677907515610577,-0.8068199049876656,0.41990304624630026,3861851.5,0.9616911329704755,0.47189104244822316,0.9699107153035565,0.02677907515610577
pH_mean,6878,1122,7.4396388441533325,7.532551817783454,7.409999999999999,7.393333333333333,0.09291297363012152,0.03133673390259753,0.7971392314920539,0.42552905517416806,3375871.0,1.2286023685662932e-11,0.47594718967347704,3.3715134765307583e-11,0.03133673390259753
pH_max,6878,1122,7.712204169340711,8.210242372566343,7.47,7.46,0.4980382032256321,0.02964799229947967,0.751731806993535,0.4523613236667994,3334725.0,1.8477202203409013e-13,0.5035720395536069,5.519771797474085e-13,0.02964799229947967
HCT_min,6878,1122,28.63710511621615,28.533502940859613,28.2,28.0,-0.1036021753565386,-0.01956486488257098,-0.6049935086940804,0.5452748147878966,3826880.5,0.658767939900526,0.6041542548823644,0.7034806960023716,0.01956486488257098
K_first,6878,1122,4.17616120072739,4.1617585827704735,4.1,4.1,-0.01440261795691633,-0.01947479952832975,-0.6010226240979439,0.5479159876818347,3805111.5,0.455704717761797,0.6042437994995934,0.5096981677335739,0.01947479952832975
MAP_max,6878,1122,117.89836754205719,118.50201896017101,117.98302965344766,117.98302965344766,0.6036514181138273,0.019487818582610276,0.5853537794352486,0.5584016647903745,3846066.5,0.8598625741894108,0.6129432227466437,0.8979095907464644,0.019487818582610276
WBC_std,6878,1122,3.0724176370582215,2.6895954960683377,1.9091883092036785,2.131796544228478,-0.38282214098988376,-0.009490621777569793,-0.5532842370781611,0.58008629980005,4126343.0,0.00018898581537170933,0.6337979942259806,0.0002822826103020469,0.009490621777569793
MAP_first,6878,1122,84.19778945010167,83.77323580996269,84.13824580207218,84.13824580207218,-0.42455364013898134,-0.017185260730874976,-0.49568364674828647,0.620197494485969,3715372.5,0.042989813565021455,0.6745005009156161,0.05368040212351886,0.017185260730874976
n_missing_minus1_values,6878,1122,0.5617912183774353,0.571301247771836,0.0,1.0,0.00951002939440071,0.015237607377684453,0.4896097722584502,0.6244774616244482,3951252.5,0.14760516286702496,0.6760398208411457,0.17504933887747687,0.015237607377684453
